"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","SEIFA_IRSD","Service_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Description8","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 2","Residential Care","","All permanent residents","SEIFA IRSD quintile 2","","Elapsed time between assessment approval and entry into aged care services","3 to 7 days","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","2.3","4.3","3.6","2.2","1.3","4.9","0","0","3.0"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 2","Residential Care","","All permanent residents","SEIFA IRSD quintile 2","","Elapsed time between assessment approval and entry into aged care services","8 days to <1 month","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","12.6","15.0","14.6","15.4","5.8","19.3","12.5","18.2","13.4"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 2","Residential Care","","All permanent residents","SEIFA IRSD quintile 2","","Elapsed time between assessment approval and entry into aged care services","1 month to <3 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","31.5","23.5","24.1","22.5","22.9","20.6","29.2","27.3","26.4"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 2","Residential Care","","All permanent residents","SEIFA IRSD quintile 2","","Elapsed time between assessment approval and entry into aged care services","3 months to <9 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","19.3","16.4","16.8","19.5","20.5","16.2","20.8","36.4","18.1"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 2","Residential Care","","All permanent residents","SEIFA IRSD quintile 2","","Elapsed time between assessment approval and entry into aged care services","9 months or over","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","32.7","38.5","39.6","39.7","48.9","35.8","37.5","18.2","37.6"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 2","Residential Care","","All permanent residents","SEIFA IRSD quintile 2","","","Total admissions","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","no.","4544","2685","2204","1035","1035","388","24","11","12232"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 3","Residential Care","","All permanent residents","SEIFA IRSD quintile 3","","Elapsed time between assessment approval and entry into aged care services","2 days or less","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","1.0","2.5","0.7","0.7","0.8","1.1","0","0","1.3"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 3","Residential Care","","All permanent residents","SEIFA IRSD quintile 3","","Elapsed time between assessment approval and entry into aged care services","3 to 7 days","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","2.4","4.5","3.5","2.6","1.0","8.6","0","0","3.1"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 3","Residential Care","","All permanent residents","SEIFA IRSD quintile 3","","Elapsed time between assessment approval and entry into aged care services","8 days to <1 month","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","13.6","18.0","14.6","17.9","6.5","18.2","12.0","5.6","14.5"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 3","Residential Care","","All permanent residents","SEIFA IRSD quintile 3","","Elapsed time between assessment approval and entry into aged care services","1 month to <3 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","28.3","21.0","23.5","21.1","23.1","18.2","16.0","16.7","24.3"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 3","Residential Care","","All permanent residents","SEIFA IRSD quintile 3","","Elapsed time between assessment approval and entry into aged care services","3 months to <9 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","18.9","14.8","19.1","20.5","18.8","22.5","12.0","22.2","18.3"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 3","Residential Care","","All permanent residents","SEIFA IRSD quintile 3","","Elapsed time between assessment approval and entry into aged care services","9 months or over","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","35.8","39.2","38.5","37.1","49.7","31.6","60.0","55.6","38.6"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 3","Residential Care","","All permanent residents","SEIFA IRSD quintile 3","","","Total admissions","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","no.","4583","2721","2968","1100","1090","187","25","18","13033"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 4","Residential Care","","All permanent residents","SEIFA IRSD quintile 4","","Elapsed time between assessment approval and entry into aged care services","2 days or less","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","0.8","2.0","1.1","0.8","0.3","1.8","0","6.7","1.2"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 4","Residential Care","","All permanent residents","SEIFA IRSD quintile 4","","Elapsed time between assessment approval and entry into aged care services","3 to 7 days","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","1.4","3.8","5.9","2.7","1.7","5.5","0.6","3.3","3.2"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 4","Residential Care","","All permanent residents","SEIFA IRSD quintile 4","","Elapsed time between assessment approval and entry into aged care services","8 days to <1 month","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","10.8","15.4","0.8","14.2","6.7","19.2","12.0","13.3","11.0"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 4","Residential Care","","All permanent residents","SEIFA IRSD quintile 4","","Elapsed time between assessment approval and entry into aged care services","1 month to <3 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","31.3","23.3","43.7","22.4","24.5","24.2","27.5","16.7","28.4"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 4","Residential Care","","All permanent residents","SEIFA IRSD quintile 4","","Elapsed time between assessment approval and entry into aged care services","3 months to <9 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","18.2","15.1","37.5","21.5","19.4","13.7","19.2","16.7","20.4"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 4","Residential Care","","All permanent residents","SEIFA IRSD quintile 4","","Elapsed time between assessment approval and entry into aged care services","9 months or over","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","37.5","40.4","10.9","38.4","47.5","35.6","40.7","43.3","35.7"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 4","Residential Care","","All permanent residents","SEIFA IRSD quintile 4","","","Total admissions","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","no.","2629","3526","1569","1159","1062","219","167","60","10598"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 5","Residential Care","","All permanent residents","SEIFA IRSD quintile 5","","Elapsed time between assessment approval and entry into aged care services","2 days or less","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","0.7","2.2","0.7","0.8","0.7","4.9","0.4","0","1.2"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 5","Residential Care","","All permanent residents","SEIFA IRSD quintile 5","","Elapsed time between assessment approval and entry into aged care services","3 to 7 days","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","1.1","4.3","3.5","3.0","1.1","4.1","1.6","4.0","2.6"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 5","Residential Care","","All permanent residents","SEIFA IRSD quintile 5","","Elapsed time between assessment approval and entry into aged care services","8 days to <1 month","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","7.2","15.2","15.4","15.0","6.3","16.4","10.2","0","11.6"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 5","Residential Care","","All permanent residents","SEIFA IRSD quintile 5","","Elapsed time between assessment approval and entry into aged care services","1 month to <3 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","27.1","22.1","23.0","21.4","22.9","14.8","24.2","24.0","24.0"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 5","Residential Care","","All permanent residents","SEIFA IRSD quintile 5","","Elapsed time between assessment approval and entry into aged care services","3 months to <9 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","18.4","15.1","18.1","18.3","18.2","18.9","19.7","32.0","17.3"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 5","Residential Care","","All permanent residents","SEIFA IRSD quintile 5","","Elapsed time between assessment approval and entry into aged care services","9 months or over","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","45.5","41.1","39.3","41.5","50.7","41.0","44.0","40.0","43.2"
"14A.37","2022-23","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 5","Residential Care","","All permanent residents","SEIFA IRSD quintile 5","","","Total admissions","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","no.","5111","4678","1665","1437","877","122","559","25","14571"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 1","Residential Care","","All permanent residents","SEIFA IRSD quintile 1","","Elapsed time between assessment approval and entry into aged care services","2 days or less","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","1.7","2.7","0.9","0.8","0.7","4.2","0","3.4","1.7"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 1","Residential Care","","All permanent residents","SEIFA IRSD quintile 1","","Elapsed time between assessment approval and entry into aged care services","3 to 7 days","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","2.5","5.0","3.6","3.1","1.1","6.8","10.0","3.4","3.5"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 1","Residential Care","","All permanent residents","SEIFA IRSD quintile 1","","Elapsed time between assessment approval and entry into aged care services","8 days to <1 month","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","12.6","15.4","14.8","12.1","6.4","18.4","0","10.3","13.4"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 1","Residential Care","","All permanent residents","SEIFA IRSD quintile 1","","Elapsed time between assessment approval and entry into aged care services","1 month to <3 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","30.6","19.3","24.7","22.2","20.8","18.6","10.0","10.3","24.4"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 1","Residential Care","","All permanent residents","SEIFA IRSD quintile 1","","Elapsed time between assessment approval and entry into aged care services","3 months to <9 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","17.1","14.2","18.5","17.8","20.7","13.3","20.0","27.6","17.0"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 1","Residential Care","","All permanent residents","SEIFA IRSD quintile 1","","Elapsed time between assessment approval and entry into aged care services","9 months or over","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","35.5","43.4","37.5","43.9","50.3","38.8","60.0","44.8","40.0"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 1","Residential Care","","All permanent residents","SEIFA IRSD quintile 1","","","Total admissions","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","no.","3553","2560","2780","478","1251","694","10","29","11355"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 2","Residential Care","","All permanent residents","SEIFA IRSD quintile 2","","Elapsed time between assessment approval and entry into aged care services","2 days or less","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","1.8","2.4","1.1","0.9","1.0","3.1","0","5.6","1.7"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 2","Residential Care","","All permanent residents","SEIFA IRSD quintile 2","","Elapsed time between assessment approval and entry into aged care services","3 to 7 days","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","2.2","4.8","3.1","1.4","1.2","4.1","0","5.6","2.9"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 2","Residential Care","","All permanent residents","SEIFA IRSD quintile 2","","Elapsed time between assessment approval and entry into aged care services","8 days to <1 month","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","13.4","14.5","14.9","13.3","8.4","17.6","16.1","16.7","13.6"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 2","Residential Care","","All permanent residents","SEIFA IRSD quintile 2","","Elapsed time between assessment approval and entry into aged care services","1 month to <3 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","28.8","21.5","23.4","20.1","21.8","19.0","12.9","16.7","24.2"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 2","Residential Care","","All permanent residents","SEIFA IRSD quintile 2","","Elapsed time between assessment approval and entry into aged care services","3 months to <9 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","17.1","16.4","19.1","17.0","19.9","15.7","29.0","5.6","17.5"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 2","Residential Care","","All permanent residents","SEIFA IRSD quintile 2","","Elapsed time between assessment approval and entry into aged care services","9 months or over","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","36.8","40.4","38.4","47.3","47.6","40.5","41.9","50.0","40.1"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 2","Residential Care","","All permanent residents","SEIFA IRSD quintile 2","","","Total admissions","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","no.","4163","2764","2193","1250","1062","415","31","18","11896"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 3","Residential Care","","All permanent residents","SEIFA IRSD quintile 3","","Elapsed time between assessment approval and entry into aged care services","2 days or less","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","1.1","2.5","1.1","0.7","0.9","3.7","0","0","1.4"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 3","Residential Care","","All permanent residents","SEIFA IRSD quintile 3","","Elapsed time between assessment approval and entry into aged care services","3 to 7 days","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","2.1","6.3","3.9","2.3","0.3","4.2","3.7","3.8","3.4"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 3","Residential Care","","All permanent residents","SEIFA IRSD quintile 3","","Elapsed time between assessment approval and entry into aged care services","8 days to <1 month","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","11.9","15.9","14.6","15.6","6.5","19.6","7.4","11.5","13.5"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 3","Residential Care","","All permanent residents","SEIFA IRSD quintile 3","","Elapsed time between assessment approval and entry into aged care services","1 month to <3 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","29.1","19.0","23.9","20.6","21.7","17.5","14.8","19.2","23.9"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 3","Residential Care","","All permanent residents","SEIFA IRSD quintile 3","","Elapsed time between assessment approval and entry into aged care services","3 months to <9 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","18.3","14.2","16.9","19.4","21.3","16.4","18.5","26.9","17.4"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 3","Residential Care","","All permanent residents","SEIFA IRSD quintile 3","","Elapsed time between assessment approval and entry into aged care services","9 months or over","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","37.3","42.0","39.5","41.4","49.4","38.6","55.6","38.5","40.4"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 3","Residential Care","","All permanent residents","SEIFA IRSD quintile 3","","","Total admissions","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","no.","3962","2601","3139","1273","1023","189","27","26","12240"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 4","Residential Care","","All permanent residents","SEIFA IRSD quintile 4","","Elapsed time between assessment approval and entry into aged care services","2 days or less","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","0.6","2.1","1.1","0.6","0.3","4.0","0","0","1.2"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 4","Residential Care","","All permanent residents","SEIFA IRSD quintile 4","","Elapsed time between assessment approval and entry into aged care services","3 to 7 days","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","1.4","4.5","3.2","2.8","0.7","7.1","0","2.3","3.0"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 4","Residential Care","","All permanent residents","SEIFA IRSD quintile 4","","Elapsed time between assessment approval and entry into aged care services","8 days to <1 month","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","9.3","13.7","14.6","11.7","5.8","13.6","12.1","9.3","12.0"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 4","Residential Care","","All permanent residents","SEIFA IRSD quintile 4","","Elapsed time between assessment approval and entry into aged care services","1 month to <3 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","31.0","20.0","25.0","20.2","24.3","17.2","25.0","23.3","24.1"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 4","Residential Care","","All permanent residents","SEIFA IRSD quintile 4","","Elapsed time between assessment approval and entry into aged care services","3 months to <9 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","17.5","14.9","18.6","19.5","19.8","18.7","15.0","30.2","17.4"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 4","Residential Care","","All permanent residents","SEIFA IRSD quintile 4","","Elapsed time between assessment approval and entry into aged care services","9 months or over","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","40.2","44.9","37.4","45.2","49.1","39.4","47.9","34.9","42.3"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 4","Residential Care","","All permanent residents","SEIFA IRSD quintile 4","","","Total admissions","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","no.","2561","3447","2843","1220","981","198","140","43","11433"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 5","Residential Care","","All permanent residents","SEIFA IRSD quintile 5","","Elapsed time between assessment approval and entry into aged care services","2 days or less","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","0.7","2.8","0.6","0.7","0.9","2.5","0.7","0","1.3"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 5","Residential Care","","All permanent residents","SEIFA IRSD quintile 5","","Elapsed time between assessment approval and entry into aged care services","3 to 7 days","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","1.2","5.4","2.9","2.8","1.1","3.3","1.2","0","2.9"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 5","Residential Care","","All permanent residents","SEIFA IRSD quintile 5","","Elapsed time between assessment approval and entry into aged care services","8 days to <1 month","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","7.2","15.3","10.9","11.7","8.1","24.2","10.3","3.2","11.1"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 5","Residential Care","","All permanent residents","SEIFA IRSD quintile 5","","Elapsed time between assessment approval and entry into aged care services","1 month to <3 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","25.6","18.9","22.8","17.4","23.3","15.0","15.1","19.4","21.4"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 5","Residential Care","","All permanent residents","SEIFA IRSD quintile 5","","Elapsed time between assessment approval and entry into aged care services","3 months to <9 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","19.4","13.9","16.7","19.8","19.1","10.8","13.6","22.6","17.0"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 5","Residential Care","","All permanent residents","SEIFA IRSD quintile 5","","Elapsed time between assessment approval and entry into aged care services","9 months or over","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","46.0","43.8","46.1","47.6","47.5","44.2","59.2","54.8","46.1"
"14A.37","2021-22","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 5","Residential Care","","All permanent residents","SEIFA IRSD quintile 5","","","Total admissions","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","no.","4562","4437","1780","1690","791","120","590","31","14001"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 1","Residential Care","","All permanent residents","SEIFA IRSD quintile 1","","Elapsed time between assessment approval and entry into aged care services","2 days or less","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","2.0","3.1","1.9","1.4","1.0","3.4","0","0","2.1"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 1","Residential Care","","All permanent residents","SEIFA IRSD quintile 1","","Elapsed time between assessment approval and entry into aged care services","3 to 7 days","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","4.4","6.2","5.8","3.9","2.0","7.5","0","5.9","5.0"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 1","Residential Care","","All permanent residents","SEIFA IRSD quintile 1","","Elapsed time between assessment approval and entry into aged care services","8 days to <1 month","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","14.1","15.3","15.1","15.5","8.3","17.6","12.5","23.5","14.2"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 1","Residential Care","","All permanent residents","SEIFA IRSD quintile 1","","Elapsed time between assessment approval and entry into aged care services","1 month to <3 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","28.7","18.4","23.3","19.3","22.7","15.2","25.0","35.3","23.2"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 1","Residential Care","","All permanent residents","SEIFA IRSD quintile 1","","Elapsed time between assessment approval and entry into aged care services","3 months to <9 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","15.4","14.7","16.7","17.6","20.5","14.9","31.3","23.5","16.3"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 1","Residential Care","","All permanent residents","SEIFA IRSD quintile 1","","Elapsed time between assessment approval and entry into aged care services","9 months or over","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","35.6","42.3","37.3","42.2","45.5","41.4","31.3","11.8","39.2"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 1","Residential Care","","All permanent residents","SEIFA IRSD quintile 1","","","Total admissions","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","no.","3484","2356","2692","483","1329","732","16","17","11109"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 2","Residential Care","","All permanent residents","SEIFA IRSD quintile 2","","Elapsed time between assessment approval and entry into aged care services","2 days or less","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","1.3","2.4","1.6","1.4","1.0","3.3","4.3","5.0","1.6"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 2","Residential Care","","All permanent residents","SEIFA IRSD quintile 2","","Elapsed time between assessment approval and entry into aged care services","3 to 7 days","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","3.8","4.9","4.5","3.9","1.5","5.2","4.3","5.0","4.0"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 2","Residential Care","","All permanent residents","SEIFA IRSD quintile 2","","Elapsed time between assessment approval and entry into aged care services","8 days to <1 month","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","15.3","15.6","14.3","14.1","9.0","18.7","0","10.0","14.6"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 2","Residential Care","","All permanent residents","SEIFA IRSD quintile 2","","Elapsed time between assessment approval and entry into aged care services","1 month to <3 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","25.4","20.3","21.2","14.0","23.2","16.6","26.1","25.0","21.9"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 2","Residential Care","","All permanent residents","SEIFA IRSD quintile 2","","Elapsed time between assessment approval and entry into aged care services","3 months to <9 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","15.2","13.6","15.9","17.3","17.9","14.5","13.0","20.0","15.4"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 2","Residential Care","","All permanent residents","SEIFA IRSD quintile 2","","Elapsed time between assessment approval and entry into aged care services","9 months or over","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","39.0","43.2","42.5","49.3","47.4","41.7","52.2","35.0","42.5"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 2","Residential Care","","All permanent residents","SEIFA IRSD quintile 2","","","Total admissions","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","no.","4209","2550","2098","1138","1020","427","23","20","11485"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 3","Residential Care","","All permanent residents","SEIFA IRSD quintile 3","","Elapsed time between assessment approval and entry into aged care services","2 days or less","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","1.0","2.6","2.4","1.1","1.2","3.8","0","0","1.7"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 3","Residential Care","","All permanent residents","SEIFA IRSD quintile 3","","Elapsed time between assessment approval and entry into aged care services","3 to 7 days","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","2.8","6.1","5.1","3.8","1.0","3.8","0","0","4.0"
